CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1284,638197760000,0,0,2023-03-29 14:10:00 +0000 UTC,18789,true,slam-20137-controller
1272,656134144000,0,0,2023-03-29 14:10:45 +0000 UTC,11489,true,slam-20137-controller
1286,658804736000,0,0,2023-03-29 14:10:59 +0000 UTC,14188,true,slam-20137-controller
1288,664072192000,0,0,2023-03-29 14:11:24 +0000 UTC,14366,true,slam-20137-controller
1288,665624576000,0,0,2023-03-29 14:11:35 +0000 UTC,11013,true,slam-20137-controller
1288,668938240000,0,0,2023-03-29 14:11:54 +0000 UTC,19100,true,slam-20137-controller
1284,652308480000,0,0,2023-03-29 14:12:55 +0000 UTC,19033,true,slam-20137-controller
1290,622817280000,0,0,2023-03-29 14:09:29 +0000 UTC,13363,true,slam-20137-controller
1287,613904384000,0,0,2023-03-29 14:09:16 +0000 UTC,10387,true,slam-20137-controller
1281,654102528000,0,0,2023-03-29 14:10:33 +0000 UTC,18368,true,slam-20137-controller
1289,642670592000,0,0,2023-03-29 14:12:21 +0000 UTC,17060,true,slam-20137-controller
1291,648052736000,0,0,2023-03-29 14:12:36 +0000 UTC,15132,true,slam-20137-controller
1208,606273536000,0,0,2023-03-29 14:09:05 +0000 UTC,18632,true,slam-20137-controller
1289,629088256000,0,0,2023-03-29 14:09:41 +0000 UTC,11741,true,slam-20137-controller
1290,638185472000,0,0,2023-03-29 14:12:04 +0000 UTC,10108,true,slam-20137-controller
1288,654188544000,0,0,2023-03-29 14:13:06 +0000 UTC,11276,true,slam-20137-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1290,646455296000,0,0,2023-03-29 14:10:15 +0000 UTC,14963,true,slam-20137-controller
1288,659947520000,0,0,2023-03-29 14:11:09 +0000 UTC,10502,true,slam-20137-controller
992,329105408000,0,0,2023-03-29 14:08:47 +0000 UTC,6908,true,slam-20137-controller
